event_id,user_id,track_id,timestamp,play_duration_ms
69,384,3518,2026-04-12 23:30:50.181831,76163
70,582,845,2026-03-19 23:30:50.181832,177138
71,929,1113,2026-04-16 23:30:50.181833,88934
72,344,2894,2026-04-12 23:30:50.181833,141234
73,718,420,2026-03-30 23:30:50.181834,82609
74,593,2722,2026-04-18 23:30:50.181835,33846
75,690,1798,2026-03-26 23:30:50.181836,133935
76,224,4141,2026-04-08 23:30:50.181837,69646
77,290,3081,2026-04-03 23:30:50.181838,154245
78,663,3476,2026-03-25 23:30:50.181839,219580
79,193,2345,2026-04-11 23:30:50.181840,80429
80,716,3366,2026-03-21 23:30:50.181841,210168
81,709,4465,2026-04-11 23:30:50.181842,191277
82,219,2305,2026-04-01 23:30:50.181843,167602
83,3,4658,2026-04-08 23:30:50.181844,162457
84,475,1584,2026-04-16 23:30:50.181845,161360
85,294,1755,2026-04-09 23:30:50.181845,157549
86,954,1069,2026-03-31 23:30:50.181846,95052
87,722,2458,2026-03-28 23:30:50.181847,175916
88,857,3314,2026-04-11 23:30:50.181848,181506
89,188,4490,2026-04-05 23:30:50.181849,292993
90,184,4367,2026-04-06 23:30:50.181850,276114
91,299,1188,2026-03-25 23:30:50.181851,88064
92,645,639,2026-03-29 23:30:50.181852,157136
93,202,1740,2026-04-16 23:30:50.181853,279716
94,265,4359,2026-03-25 23:30:50.181854,162283
95,326,4213,2026-03-26 23:30:50.181854,281572
96,869,4163,2026-04-03 23:30:50.181855,38826
97,103,2798,2026-04-16 23:30:50.181856,269768
98,303,2782,2026-04-16 23:30:50.181857,265770
99,548,3191,2026-04-10 23:30:50.181858,270919
100,472,2406,2026-04-11 23:30:50.181859,256696
101,506,3650,2026-04-11 23:30:50.181860,67110
102,643,3906,2026-03-26 23:30:50.181861,175308
103,816,2976,2026-03-23 23:30:50.181861,101249
104,611,1013,2026-04-16 23:30:50.181862,45484
105,496,664,2026-03-26 23:30:50.181863,248158
106,719,133,2026-03-26 23:30:50.181864,59000
107,177,490,2026-03-30 23:30:50.181865,22729
108,157,4713,2026-04-06 23:30:50.181866,54226
109,850,4152,2026-04-04 23:30:50.181867,181207
110,206,3001,2026-03-25 23:30:50.181868,176145
111,516,1896,2026-04-04 23:30:50.181869,299650
112,463,479,2026-04-09 23:30:50.181870,229890
113,603,1658,2026-04-13 23:30:50.181871,102277
114,860,1533,2026-04-01 23:30:50.181871,271652
115,675,2334,2026-03-28 23:30:50.181872,40460
116,626,3695,2026-03-19 23:30:50.181873,299501
117,15,3121,2026-03-31 23:30:50.181874,33281
118,446,3219,2026-03-28 23:30:50.181875,234510
119,70,508,2026-04-14 23:30:50.181876,23625
120,539,1818,2026-03-25 23:30:50.181877,56054
121,483,4220,2026-04-07 23:30:50.181878,206150
122,428,4951,2026-03-25 23:30:50.181878,256677
123,513,2709,2026-04-07 23:30:50.181879,270030
124,350,1361,2026-04-12 23:30:50.181880,116045
125,135,3844,2026-04-02 23:30:50.181881,204226
126,280,4730,2026-03-25 23:30:50.181882,138723
127,741,162,2026-04-12 23:30:50.181883,207224
128,424,3060,2026-04-18 23:30:50.181884,132181
129,200,410,2026-04-13 23:30:50.181885,263669
130,313,2331,2026-04-12 23:30:50.181886,199453
131,512,1083,2026-04-05 23:30:50.181887,53284
132,800,2079,2026-04-17 23:30:50.181888,251215
133,429,3118,2026-03-25 23:30:50.181889,47585
134,424,1678,2026-04-14 23:30:50.181889,260583
135,496,2965,2026-03-20 23:30:50.181890,29972
136,306,1211,2026-04-15 23:30:50.181891,122367
137,928,4256,2026-03-20 23:30:50.181892,11465
138,586,2438,2026-03-19 23:30:50.181893,57244
139,528,3092,2026-04-10 23:30:50.181894,156746
140,976,2052,2026-04-09 23:30:50.181895,221295
141,977,3583,2026-04-09 23:30:50.181896,265185
142,793,3556,2026-04-11 23:30:50.181897,173213
143,429,2430,2026-04-14 23:30:50.181898,196695
144,618,4370,2026-04-08 23:30:50.181898,199812
145,427,997,2026-04-15 23:30:50.181899,195265
146,761,246,2026-04-15 23:30:50.181900,200684
147,149,2588,2026-03-21 23:30:50.181901,251945
148,525,2219,2026-03-20 23:30:50.181902,173011
149,625,2182,2026-03-23 23:30:50.181903,130737
150,192,517,2026-04-11 23:30:50.181904,295823
151,428,227,2026-04-17 23:30:50.181905,282691
152,574,2068,2026-04-09 23:30:50.181906,294346
153,697,330,2026-04-03 23:30:50.181906,224419
154,22,1086,2026-03-25 23:30:50.181907,249565
155,813,1989,2026-03-30 23:30:50.181908,97153
156,595,3414,2026-04-04 23:30:50.181909,122620
157,490,3798,2026-03-20 23:30:50.181910,276724
158,652,1283,2026-03-25 23:30:50.181911,23212
159,833,2596,2026-04-14 23:30:50.181912,135477
160,443,1363,2026-03-28 23:30:50.181913,268446
161,945,1968,2026-03-19 23:30:50.181914,96453
162,989,3753,2026-03-24 23:30:50.181914,291524
163,38,2670,2026-04-10 23:30:50.181915,25637
164,789,2804,2026-03-26 23:30:50.181916,116045
165,798,21,2026-04-18 23:30:50.181917,16653
166,801,4327,2026-04-15 23:30:50.181918,163008
167,183,3926,2026-03-23 23:30:50.181919,136113
168,596,3946,2026-03-20 23:30:50.181920,260672
169,594,4109,2026-04-11 23:30:50.181921,224641
170,354,4381,2026-04-13 23:30:50.181922,224092
171,393,3459,2026-03-20 23:30:50.181923,111048
172,64,4868,2026-04-17 23:30:50.181923,16746
173,717,2692,2026-04-04 23:30:50.181924,127351
174,401,1180,2026-03-27 23:30:50.181925,127991
175,117,1788,2026-03-28 23:30:50.181926,83775
176,862,4492,2026-03-28 23:30:50.181927,106805
177,988,437,2026-04-17 23:30:50.181928,76858
178,158,2809,2026-03-24 23:30:50.181929,294597
179,297,2702,2026-04-14 23:30:50.181930,188765
180,215,771,2026-04-14 23:30:50.181931,82135
181,142,2963,2026-04-17 23:30:50.181932,290552
182,557,205,2026-03-21 23:30:50.181933,224477
183,448,1988,2026-04-10 23:30:50.181934,184861
184,517,717,2026-04-17 23:30:50.181934,235604
185,489,3247,2026-03-22 23:30:50.181935,290746
186,182,378,2026-04-05 23:30:50.181936,114879
187,671,2678,2026-04-08 23:30:50.181937,36113
188,521,1972,2026-03-20 23:30:50.181938,267126
189,999,2040,2026-04-08 23:30:50.181939,47041
190,163,4809,2026-04-15 23:30:50.181940,247122
191,568,3204,2026-04-08 23:30:50.181941,54838
192,568,1881,2026-04-07 23:30:50.181942,150092
193,276,668,2026-04-16 23:30:50.181943,53973
194,395,222,2026-03-28 23:30:50.181944,62628
195,328,551,2026-04-04 23:30:50.181944,278704
196,180,1283,2026-03-28 23:30:50.181945,235108
197,830,4703,2026-04-15 23:30:50.181946,12702
198,231,1908,2026-04-07 23:30:50.181947,136766
199,984,2693,2026-04-12 23:30:50.181948,237490
200,335,1467,2026-03-26 23:30:50.181949,174217
201,516,3071,2026-04-11 23:30:50.181950,162627
202,685,1443,2026-03-22 23:30:50.181951,57302
203,94,2656,2026-03-26 23:30:50.181952,172688
204,872,4393,2026-03-30 23:30:50.181952,234643
205,117,350,2026-04-15 23:30:50.181953,148235
206,803,4483,2026-04-17 23:30:50.181954,268363
207,194,3782,2026-03-29 23:30:50.181955,245045
208,975,1697,2026-03-31 23:30:50.181956,133082
209,218,3217,2026-04-02 23:30:50.181957,53383
210,227,133,2026-03-21 23:30:50.181958,260099
211,961,4642,2026-03-29 23:30:50.181959,173658
212,567,3345,2026-04-04 23:30:50.181960,164111
213,426,915,2026-03-30 23:30:50.181960,113149
214,999,1417,2026-03-22 23:30:50.181961,157514
215,252,3576,2026-04-13 23:30:50.181962,128598
216,446,1545,2026-03-26 23:30:50.181963,131865
217,186,3839,2026-03-28 23:30:50.181964,243667
218,752,4812,2026-04-10 23:30:50.181965,37051
219,125,1509,2026-04-15 23:30:50.181966,285457
220,645,2999,2026-04-13 23:30:50.181967,25906
221,661,3974,2026-04-11 23:30:50.181968,216628
222,616,685,2026-03-25 23:30:50.181969,196023
223,913,4180,2026-03-22 23:30:50.181969,131269
224,305,175,2026-04-04 23:30:50.181970,34213
225,140,1489,2026-03-30 23:30:50.181971,230806
226,332,1590,2026-04-01 23:30:50.181972,214678
227,647,4241,2026-04-02 23:30:50.181973,20676
228,708,995,2026-04-09 23:30:50.181974,240596
229,183,1846,2026-03-30 23:30:50.181975,152420
230,728,3371,2026-04-03 23:30:50.181976,178553
231,871,116,2026-03-22 23:30:50.181977,298032
232,661,3580,2026-04-09 23:30:50.181978,40430
233,354,223,2026-03-21 23:30:50.181978,57799
234,893,4839,2026-04-03 23:30:50.181980,188985
235,291,2124,2026-04-04 23:30:50.181980,112354
236,770,1802,2026-03-22 23:30:50.181981,181845
237,857,3488,2026-03-31 23:30:50.181982,46144
238,411,4906,2026-04-08 23:30:50.181983,63614
239,573,2398,2026-04-08 23:30:50.181984,66742
240,383,4307,2026-03-26 23:30:50.181985,217177
241,367,3045,2026-03-27 23:30:50.181986,152367
242,8,2473,2026-03-19 23:30:50.181987,286623
243,897,4484,2026-03-27 23:30:50.181987,100579
244,657,3916,2026-03-28 23:30:50.181988,288934
245,5,4119,2026-03-23 23:30:50.181989,221474
246,174,1179,2026-03-26 23:30:50.181990,159004
247,826,491,2026-04-12 23:30:50.181991,232483
248,569,2541,2026-04-14 23:30:50.181992,51184
249,960,2236,2026-04-10 23:30:50.181993,275891
250,832,2970,2026-04-08 23:30:50.181994,107576
251,557,720,2026-03-27 23:30:50.181995,155483
252,836,3585,2026-03-30 23:30:50.181995,94214
253,616,3268,2026-03-26 23:30:50.181996,116455
254,444,2757,2026-04-12 23:30:50.181997,297227
255,304,4879,2026-04-07 23:30:50.181998,52330
256,352,2783,2026-03-19 23:30:50.181999,143688
257,649,1889,2026-03-28 23:30:50.182000,28364
258,691,2849,2026-04-07 23:30:50.182001,48005
259,471,568,2026-04-15 23:30:50.182002,129006
260,296,4244,2026-04-10 23:30:50.182003,66742
261,130,4894,2026-04-13 23:30:50.182004,26872
262,853,3807,2026-03-28 23:30:50.182005,266718
263,806,1445,2026-03-31 23:30:50.182005,212717
264,410,4632,2026-03-19 23:30:50.182006,267811
265,139,489,2026-03-24 23:30:50.182007,63675
266,780,2045,2026-04-15 23:30:50.182008,14282
267,482,4338,2026-04-12 23:30:50.182009,262228
268,960,3086,2026-04-01 23:30:50.182010,174141
269,202,976,2026-03-29 23:30:50.182011,281773
270,681,4488,2026-04-15 23:30:50.182012,216412
271,62,760,2026-04-18 23:30:50.182013,123507
272,578,2086,2026-03-29 23:30:50.182014,89935
273,338,1361,2026-04-07 23:30:50.182015,203392
274,986,462,2026-04-12 23:30:50.182016,119389
275,299,1447,2026-04-16 23:30:50.182017,291841
276,795,1780,2026-03-31 23:30:50.182017,23936
277,731,4962,2026-04-13 23:30:50.182018,173551
278,130,4535,2026-03-19 23:30:50.182019,14066
279,905,3544,2026-04-08 23:30:50.182020,43567
280,169,288,2026-04-08 23:30:50.182021,287308
281,971,3750,2026-03-29 23:30:50.182022,127823
282,631,329,2026-04-08 23:30:50.182023,137525
283,967,4160,2026-04-02 23:30:50.182024,69379
284,964,4719,2026-04-01 23:30:50.182025,155903
285,719,319,2026-04-01 23:30:50.182026,167501
286,4,211,2026-03-19 23:30:50.182026,280399
287,71,4469,2026-03-22 23:30:50.182027,225358
288,208,3279,2026-03-23 23:30:50.182028,125727
289,39,1273,2026-03-22 23:30:50.182029,271907
290,513,3007,2026-04-02 23:30:50.182030,135257
291,638,2912,2026-04-16 23:30:50.182031,18345
292,629,966,2026-04-04 23:30:50.182032,173685
293,925,289,2026-03-22 23:30:50.182033,149087
294,533,4232,2026-03-22 23:30:50.182034,135371
295,314,1851,2026-04-16 23:30:50.182035,119149
296,41,2177,2026-04-18 23:30:50.182035,140542
297,391,3213,2026-04-09 23:30:50.182036,176364
298,236,373,2026-03-22 23:30:50.182037,134653
299,441,1379,2026-04-11 23:30:50.182038,206861
300,256,4550,2026-04-02 23:30:50.182039,239260
301,247,2136,2026-03-31 23:30:50.182040,280571
302,619,4566,2026-04-08 23:30:50.182041,87955
303,54,1219,2026-03-28 23:30:50.182042,23073
304,941,825,2026-04-04 23:30:50.182043,68196
305,672,4917,2026-04-04 23:30:50.182043,209137
306,433,3420,2026-04-18 23:30:50.182045,35606
307,590,664,2026-04-04 23:30:50.182046,230093
308,775,4411,2026-03-26 23:30:50.182047,127664
309,242,3418,2026-04-09 23:30:50.182048,274231
310,620,1792,2026-04-09 23:30:50.182049,243847
311,513,1618,2026-03-28 23:30:50.182049,268213
312,748,2769,2026-04-04 23:30:50.182050,100511
313,547,24,2026-03-30 23:30:50.182051,205920
314,302,1591,2026-04-02 23:30:50.182052,10205
315,486,1120,2026-03-29 23:30:50.182053,151851
316,21,4579,2026-03-20 23:30:50.182054,290419
317,939,4826,2026-04-14 23:30:50.182055,132324
318,801,2189,2026-03-25 23:30:50.182056,227988
319,112,2293,2026-03-20 23:30:50.182057,192756
320,882,3409,2026-03-19 23:30:50.182058,47054
321,978,4100,2026-03-19 23:30:50.182059,110664
322,782,704,2026-04-11 23:30:50.182060,134336
323,346,3760,2026-04-07 23:30:50.182060,172538
324,106,3862,2026-04-11 23:30:50.182061,150921
325,967,4864,2026-03-28 23:30:50.182062,114383
326,868,3811,2026-03-28 23:30:50.182063,188955
327,733,1518,2026-03-25 23:30:50.182064,17071
328,995,3769,2026-04-02 23:30:50.182065,263760
329,976,212,2026-04-01 23:30:50.182066,244664
330,123,811,2026-04-05 23:30:50.182067,40690
331,527,1199,2026-03-25 23:30:50.182068,163727
332,446,831,2026-03-25 23:30:50.182069,18892
333,824,2647,2026-03-22 23:30:50.182070,49117
334,609,2001,2026-03-30 23:30:50.182070,274958
335,112,4822,2026-04-18 23:30:50.182071,128677
336,584,3763,2026-03-30 23:30:50.182072,154478
337,595,2323,2026-03-30 23:30:50.182073,291259
338,539,198,2026-04-12 23:30:50.182074,224895
339,112,3650,2026-04-01 23:30:50.182075,269544
340,847,1091,2026-03-31 23:30:50.182076,18906
341,617,4152,2026-04-13 23:30:50.182077,197364
342,747,1596,2026-04-13 23:30:50.182078,299776
343,624,1193,2026-03-22 23:30:50.182079,178532
344,563,1657,2026-03-31 23:30:50.182080,171970
345,175,722,2026-03-28 23:30:50.182080,130230
346,884,3106,2026-03-24 23:30:50.182081,19143
347,708,4865,2026-04-03 23:30:50.182082,242970
348,719,629,2026-03-21 23:30:50.182083,26500
349,668,4160,2026-04-09 23:30:50.182084,80877
350,24,451,2026-03-27 23:30:50.182085,35803
351,936,3590,2026-04-04 23:30:50.182086,82818
352,422,309,2026-04-08 23:30:50.182087,76707
353,809,4019,2026-04-14 23:30:50.182088,137057
354,621,12,2026-04-13 23:30:50.182088,16394
355,277,2955,2026-04-13 23:30:50.182089,35246
356,454,4051,2026-04-09 23:30:50.182090,261365
357,846,1870,2026-04-03 23:30:50.182091,145211
358,221,3234,2026-03-31 23:30:50.182092,169727
359,677,3872,2026-03-29 23:30:50.182093,92849
360,144,2128,2026-04-04 23:30:50.182094,298190
361,447,4377,2026-04-07 23:30:50.182095,157287
362,549,88,2026-03-30 23:30:50.182096,158486
363,24,1363,2026-04-13 23:30:50.182097,47622
364,491,3349,2026-03-20 23:30:50.182097,164478
365,736,2215,2026-03-27 23:30:50.182098,118938
366,894,900,2026-03-25 23:30:50.182099,219223
367,15,2373,2026-03-31 23:30:50.182100,119126
368,605,3141,2026-04-02 23:30:50.182101,283623
369,949,4330,2026-03-26 23:30:50.182102,170959
370,81,4277,2026-03-28 23:30:50.182103,154091
371,78,446,2026-04-06 23:30:50.182104,130826
372,707,2322,2026-04-16 23:30:50.182105,159695
373,378,327,2026-04-09 23:30:50.182106,202466
374,837,2565,2026-04-06 23:30:50.182106,277268
375,318,4662,2026-03-30 23:30:50.182107,124973
376,258,4764,2026-03-21 23:30:50.182108,35829
377,928,4120,2026-03-21 23:30:50.182109,236261
378,170,925,2026-04-01 23:30:50.182110,210019
379,138,3515,2026-04-03 23:30:50.182111,16508
380,419,4542,2026-04-16 23:30:50.182112,62178
381,803,192,2026-03-29 23:30:50.182113,74870
382,208,1498,2026-04-03 23:30:50.182114,93572
383,697,4183,2026-04-10 23:30:50.182115,238731
384,499,1379,2026-04-17 23:30:50.182115,269729
385,467,2569,2026-03-20 23:30:50.182116,224264
386,177,2186,2026-04-02 23:30:50.182117,163461
387,495,2166,2026-03-30 23:30:50.182118,219978
388,197,2211,2026-04-08 23:30:50.182119,51823
389,760,1499,2026-03-20 23:30:50.182120,273364
390,957,461,2026-03-22 23:30:50.182121,293906
391,755,4858,2026-04-11 23:30:50.182122,103423
392,641,3697,2026-04-10 23:30:50.182123,248920
393,919,2038,2026-04-05 23:30:50.182124,58835
394,511,2542,2026-04-10 23:30:50.182124,118426
395,502,862,2026-03-31 23:30:50.182125,229756
396,339,474,2026-03-20 23:30:50.182126,201899
397,97,4617,2026-04-11 23:30:50.182127,54280
398,245,143,2026-04-04 23:30:50.182128,203015
399,931,2431,2026-04-04 23:30:50.182129,118633
400,751,4141,2026-04-10 23:30:50.182130,118707
401,482,2522,2026-03-28 23:30:50.182131,274930
402,358,220,2026-04-09 23:30:50.182132,171820
403,426,1674,2026-04-14 23:30:50.182133,157127
404,949,403,2026-04-16 23:30:50.182134,280445
405,689,381,2026-03-31 23:30:50.182134,161343
406,254,274,2026-04-08 23:30:50.182135,218799
407,523,2491,2026-03-22 23:30:50.182136,55570
408,628,4096,2026-04-15 23:30:50.182137,103296
409,528,1491,2026-04-01 23:30:50.182138,183314
410,628,817,2026-04-05 23:30:50.182139,88940
411,69,3850,2026-04-17 23:30:50.182140,186069
412,435,4373,2026-04-01 23:30:50.182141,24561
413,94,2952,2026-03-23 23:30:50.182141,224667
414,827,1971,2026-03-30 23:30:50.182142,280358
415,390,867,2026-04-02 23:30:50.182143,49188
416,482,4443,2026-03-31 23:30:50.182144,19557
417,754,3618,2026-04-08 23:30:50.182145,76034
418,897,1600,2026-04-10 23:30:50.182146,145692
419,148,93,2026-04-08 23:30:50.182147,174302
420,725,2636,2026-03-26 23:30:50.182148,291346
421,579,3704,2026-04-03 23:30:50.182149,288198
422,171,5,2026-03-29 23:30:50.182150,113484
423,337,2438,2026-03-25 23:30:50.182150,177654
424,321,1610,2026-04-08 23:30:50.182151,138261
425,156,32,2026-03-26 23:30:50.182152,211415
426,711,3868,2026-03-26 23:30:50.182153,195511
427,951,3637,2026-04-15 23:30:50.182154,145803
428,869,4407,2026-04-15 23:30:50.182155,13288
429,298,3972,2026-03-26 23:30:50.182156,217769
430,637,1971,2026-04-14 23:30:50.182157,66320
431,485,3832,2026-04-02 23:30:50.182158,293126
432,103,2901,2026-04-01 23:30:50.182158,125656
433,576,3984,2026-03-25 23:30:50.182159,251127
434,807,1617,2026-04-08 23:30:50.182160,112386
435,917,682,2026-04-07 23:30:50.182161,90860
436,214,4170,2026-04-03 23:30:50.182162,200082
437,778,3483,2026-04-01 23:30:50.182163,279461
438,341,2602,2026-03-23 23:30:50.182164,276700
439,513,4843,2026-04-06 23:30:50.182165,67863
440,647,575,2026-03-27 23:30:50.182166,119153
441,542,1830,2026-03-28 23:30:50.182166,253017
442,695,1003,2026-03-28 23:30:50.182167,164457
443,590,4021,2026-04-12 23:30:50.182168,238060
444,580,2867,2026-04-03 23:30:50.182169,282598
445,669,3522,2026-03-31 23:30:50.182170,109114
446,24,4508,2026-04-11 23:30:50.182171,54739
447,328,786,2026-04-03 23:30:50.182172,261495
448,765,2143,2026-03-28 23:30:50.182173,173912
449,970,3478,2026-03-26 23:30:50.182174,11899
450,152,2542,2026-03-26 23:30:50.182175,98297
451,411,3801,2026-04-17 23:30:50.182175,10496
452,370,4322,2026-03-24 23:30:50.182176,282230
453,572,529,2026-04-08 23:30:50.182177,112365
454,845,4021,2026-04-18 23:30:50.182178,183935
455,721,3268,2026-04-06 23:30:50.182179,174859
456,905,4542,2026-04-11 23:30:50.182180,63537
457,740,4102,2026-04-01 23:30:50.182181,141915
458,337,3376,2026-04-09 23:30:50.182182,17570
459,613,636,2026-04-14 23:30:50.182183,141666
460,768,3755,2026-03-26 23:30:50.182183,180029
461,479,4158,2026-04-07 23:30:50.182184,52488
462,522,3688,2026-04-17 23:30:50.182185,262884
463,929,4198,2026-03-29 23:30:50.182186,248071
464,863,1382,2026-04-10 23:30:50.182187,210062
465,961,1658,2026-03-22 23:30:50.182188,274149
466,708,511,2026-04-03 23:30:50.182189,292451
467,57,2851,2026-03-22 23:30:50.182190,59900
468,701,3869,2026-04-10 23:30:50.182191,128442
469,494,2655,2026-03-31 23:30:50.182191,61627
470,691,1758,2026-03-20 23:30:50.182192,188648
471,682,1556,2026-04-10 23:30:50.182193,165660
472,707,4177,2026-03-31 23:30:50.182194,196754
473,125,2392,2026-04-03 23:30:50.182195,289771
474,414,1736,2026-04-04 23:30:50.182196,109974
475,79,4428,2026-04-02 23:30:50.182197,292043
476,105,2596,2026-04-12 23:30:50.182198,275510
477,842,1558,2026-04-06 23:30:50.182199,296471
478,122,1526,2026-03-21 23:30:50.182200,201969
479,554,2522,2026-04-04 23:30:50.182201,152115
480,437,1315,2026-04-02 23:30:50.182201,62331
481,669,496,2026-03-27 23:30:50.182202,181033
482,898,4336,2026-03-31 23:30:50.182203,196733
483,190,4970,2026-03-19 23:30:50.182204,149899
484,704,4151,2026-03-27 23:30:50.182205,90015
485,365,4492,2026-04-11 23:30:50.182206,247276
486,773,2883,2026-04-02 23:30:50.182207,165360
487,347,4892,2026-03-22 23:30:50.182208,131395
488,695,4447,2026-04-14 23:30:50.182209,272802
489,184,594,2026-04-12 23:30:50.182210,114215
490,832,4966,2026-03-25 23:30:50.182211,73324
491,92,233,2026-04-16 23:30:50.182211,36807
492,999,3059,2026-03-31 23:30:50.182212,242209
493,712,3915,2026-04-05 23:30:50.182213,201780
494,756,3038,2026-04-01 23:30:50.182214,180264
495,16,4939,2026-04-01 23:30:50.182215,78048
496,915,39,2026-04-18 23:30:50.182216,151156
497,137,1306,2026-03-21 23:30:50.182217,127693
498,584,1504,2026-04-04 23:30:50.182218,156353
499,611,4617,2026-04-17 23:30:50.182219,279207
500,918,1636,2026-04-08 23:30:50.182220,221166
501,355,4465,2026-03-20 23:30:50.182220,222617
502,310,4195,2026-04-06 23:30:50.182221,250700
503,887,1109,2026-04-14 23:30:50.182222,183901
504,532,4850,2026-04-05 23:30:50.182223,137373
505,336,4954,2026-03-30 23:30:50.182224,147237
506,461,1996,2026-04-05 23:30:50.182225,195582
507,723,4408,2026-04-16 23:30:50.182226,43176
508,821,3503,2026-04-07 23:30:50.182227,286386
509,981,2452,2026-04-10 23:30:50.182228,255418
510,597,476,2026-03-19 23:30:50.182228,279323
511,130,2742,2026-04-09 23:30:50.182229,161068
512,584,2118,2026-04-12 23:30:50.182230,76764
513,761,3534,2026-04-11 23:30:50.182231,28070
514,724,3373,2026-03-22 23:30:50.182232,30730
515,105,4673,2026-04-09 23:30:50.182233,19584
516,575,2613,2026-03-23 23:30:50.182234,200503
517,625,2249,2026-04-06 23:30:50.182235,225221
518,320,3719,2026-04-04 23:30:50.182236,140160
519,207,1753,2026-04-08 23:30:50.182237,210887
520,811,3646,2026-04-01 23:30:50.182238,32888
521,779,4971,2026-04-11 23:30:50.182238,191219
522,428,4272,2026-04-13 23:30:50.182239,282452
523,599,1269,2026-03-29 23:30:50.182240,290593
524,198,2387,2026-04-14 23:30:50.182241,277260
525,221,722,2026-04-01 23:30:50.182242,52003
526,71,4720,2026-04-12 23:30:50.182243,197031
527,69,1845,2026-04-17 23:30:50.182244,150663
528,317,1739,2026-04-11 23:30:50.182245,208591
529,893,3534,2026-04-14 23:30:50.182246,242649
530,52,2509,2026-03-26 23:30:50.182247,88039
531,550,2352,2026-04-06 23:30:50.182247,155217
532,533,3011,2026-03-19 23:30:50.182248,291194
533,474,1448,2026-03-21 23:30:50.182249,164329
534,939,2663,2026-04-07 23:30:50.182250,264222
535,571,2664,2026-04-04 23:30:50.182251,128448
536,117,305,2026-04-07 23:30:50.182252,172909
537,792,3005,2026-04-02 23:30:50.182253,53829
538,326,3956,2026-03-20 23:30:50.182254,21781
539,891,162,2026-04-15 23:30:50.182255,291226
540,588,2809,2026-03-20 23:30:50.182256,191247
